loan_id,customer_income,credit_score,loan_amount,interest_rate,employment_status,current_balance
1132,134488,498,21450,0.23688830189768081,Unemployed,29030
1133,82251,602,19908,0.1519927622520123,Employed,22060
1134,52662,626,49358,0.16204809443363327,Employed,20774
1135,38392,453,40518,0.2449336320177774,Employed,47917
1136,60535,704,36212,0.17126841231013729,Employed,34378
1137,108603,761,47684,0.03677304514936425,Employed,46248
1138,143569,431,11806,0.18923661085871513,Self-Employed,21930
1139,82256,383,44197,0.22920311227023143,Self-Employed,14493
1140,119135,698,45891,0.20502765495475186,Employed,38795
1141,65222,408,23015,0.15844331997759298,Employed,14638
1142,107373,520,44220,0.17768677288057358,Employed,6724
1143,109575,667,22158,0.24784219363536777,Employed,1202
1144,126354,446,20456,0.04994565947205443,Employed,34169
1145,114651,411,32588,0.1767938622993127,Self-Employed,3027
1146,93335,793,27491,0.09234749280553065,Employed,47723
1147,40965,804,29188,0.1708198872489574,Employed,15807
1148,54538,774,32079,0.16367718669446654,Employed,29426
1149,138066,570,9019,0.06376050306379566,Employed,42849
1150,100592,720,17419,0.07548426206285261,Self-Employed,1178
1151,128018,666,38697,0.16675850716950696,Employed,6817
1152,143252,579,24396,0.058210588406830306,Unemployed,35747
1153,38110,582,44032,0.08833979252867102,Employed,8185
1154,109309,339,34892,0.21375402050236053,Employed,4984
1155,57266,488,12973,0.1019601313203605,Employed,23049
1156,82992,463,47465,0.13737323437932586,Employed,22405
1157,112948,835,26113,0.23705087373208486,Employed,11236
1158,128806,835,16136,0.07997279954412818,Employed,22896
1159,36910,303,24203,0.11571772381876229,Employed,36751
1160,140989,589,36285,0.16342071061958005,Employed,15635
1161,120982,732,28039,0.1961745644908739,Unemployed,9542
1162,149176,770,6184,0.22836374507679513,Unemployed,38050
1163,30206,480,27727,0.23140405726617333,Employed,45378
1164,117054,547,21911,0.20086081636197706,Self-Employed,32342
1165,117897,578,5916,0.0802327840505283,Employed,45790
1166,53419,553,8574,0.03545805260936448,Employed,8988
1167,80636,480,41087,0.11443026467823723,Employed,33070
1168,144238,808,22790,0.06114074721732113,Unemployed,32955
1169,80015,625,22625,0.1862852824364256,Employed,13596
1170,147478,656,10206,0.1754487291016577,Employed,24659
1171,137059,690,24517,0.03967376115672006,Employed,11416
1172,84268,384,42696,0.21405063140880926,Employed,20171
1173,140687,616,21105,0.0847235185840601,Employed,33577
1174,117939,511,40656,0.1250899566080293,Employed,46303
1175,48141,814,7690,0.17694542180026332,Employed,23736
1176,110356,683,41859,0.12447213310749573,Unemployed,46271
1177,135878,641,5690,0.12708331661598754,Self-Employed,5808
1178,101910,337,30103,0.044438158973862885,Self-Employed,39656
1179,86044,810,39263,0.11831758083720084,Employed,6737
1180,97214,719,16085,0.19826653650839637,Employed,36126
1181,147930,468,30825,0.2313387941810515,Employed,30652
1182,149324,642,15720,0.12096937015394178,Employed,6390
1183,63827,605,43641,0.12318888191339734,Self-Employed,21600
1184,85820,841,42271,0.18457796339120347,Employed,1406
1185,92623,836,16720,0.23740984024316086,Self-Employed,33764
1186,111734,411,5897,0.08875340685265926,Employed,33995
1187,105450,710,22094,0.1268317254383461,Self-Employed,46937
1188,123426,505,41463,0.20511411358150625,Employed,19568
1189,147845,484,40454,0.16413258526228847,Employed,11433
1190,52299,681,28572,0.05432899567207004,Employed,30377
1191,73585,795,43546,0.16810120182369845,Employed,24184
1192,139225,678,20150,0.07108418261141192,Employed,49481
1193,94044,346,21799,0.1422475054972489,Employed,10121
1194,72557,827,14663,0.14640271888529646,Employed,29612
1195,79080,803,41948,0.22276473968949667,Self-Employed,23207
1196,139556,321,42030,0.1317487402827364,Employed,11795
1197,32693,512,32007,0.09147733289189672,Employed,18564
1198,125003,609,40283,0.08081259660752695,Employed,49603
1199,125259,571,30671,0.22233541287055394,Employed,42999
1200,142235,501,30385,0.06762238797201024,Employed,2101
1201,99163,331,16236,0.12369108339429162,Employed,35867
1202,55939,742,27024,0.07117808528392833,Employed,1513
1203,78925,461,44384,0.20012688882516258,Employed,12324
1204,72941,553,22376,0.1343619807944162,Employed,16491
1205,51834,820,42138,0.10725161192249864,Employed,14693
1206,48047,779,23157,0.1094419209378227,Employed,16923
1207,56105,309,24945,0.21748712547905547,Employed,35600
1208,105766,804,41584,0.15183026994477639,Employed,11872
1209,45707,735,28017,0.187930927248878,Employed,44058
1210,51976,410,6756,0.2273484735751506,Employed,8137
1211,74262,452,40141,0.22838316872894124,Employed,12358
1212,53776,401,7576,0.10227199195432989,Employed,6807
1213,60080,490,30467,0.23953927789220475,Unemployed,49650
1214,96842,380,41952,0.035472694043213196,Employed,27503
1215,91373,788,36205,0.11290382342355644,Employed,15859
1216,36776,387,40165,0.22707574865194516,Employed,48905
1217,122787,493,17674,0.09042011355973624,Employed,23234
1218,85016,403,48094,0.09007791907069004,Employed,12079
1219,39474,395,48314,0.09657690271801551,Employed,31975
1220,135830,722,27353,0.16470894466632288,Self-Employed,5343
1221,88053,497,34849,0.12643321063515783,Employed,5628
1222,51959,300,9535,0.18988166399773537,Employed,23568
1223,35530,706,46936,0.22688034136422647,Employed,29106
1224,124856,677,22118,0.17832386248742935,Unemployed,9981
1225,149101,466,5632,0.07498267844346661,Employed,35068
1226,33748,808,18280,0.23519001851931048,Employed,35715
1227,127504,612,19746,0.08818843213644527,Employed,3242
1228,128098,717,42036,0.06297674497219478,Employed,49397
1229,43545,776,24285,0.0497928013494114,Employed,37424
1230,96199,372,23047,0.15394442294655641,Self-Employed,35218
1231,64766,440,15207,0.055027741745743396,Employed,41134
1232,103530,561,10591,0.06053069450477876,Employed,3842
1233,123557,639,32757,0.09600670573100926,Employed,17017
1234,91087,607,21226,0.09196366213058205,Employed,14836
1235,125839,544,34732,0.1629326922730713,Employed,15186
1236,146183,814,32206,0.20968396148398993,Employed,35432
1237,98840,636,25256,0.19749692436463634,Employed,23757
1238,148451,375,38822,0.08774658003762488,Employed,48188
1239,84384,474,46340,0.08396830955691559,Employed,32116
1240,81005,408,48351,0.24247413662353287,Self-Employed,37716
1241,76576,482,45775,0.031811973150231224,Employed,21456
1242,69353,491,14784,0.22353851727324747,Employed,4634
1243,92003,364,42029,0.07394027420692909,Employed,36840
1244,113211,773,40157,0.23840255107974892,Unemployed,21856
1245,82733,399,24937,0.10530760266205434,Employed,3459
1246,95318,843,16219,0.1268773902565155,Employed,37474
1247,139953,427,14399,0.18556653506776383,Employed,32519
1248,119474,751,38312,0.15928719132411728,Employed,18590
1249,53664,668,32657,0.09994665253550102,Employed,9601
1250,97172,342,25047,0.15184280149092116,Self-Employed,4469
1251,115616,718,40007,0.19075551455983497,Self-Employed,25791
1252,123264,787,15559,0.03931368809854826,Employed,38615
1253,145386,377,25157,0.0324638471562549,Employed,1348
1254,56736,569,40395,0.1307747265960361,Employed,37419
1255,124209,614,11618,0.059004055916773115,Self-Employed,3878
1256,133041,467,49891,0.17615574412223717,Employed,12857
1257,142859,638,11780,0.07709154037003552,Employed,38517
1258,142181,492,32050,0.1252272434950476,Employed,45029
1259,30854,752,13015,0.07348760611233918,Employed,21378
1260,120084,582,8130,0.15066638886480738,Employed,45072
1261,68623,635,33083,0.055531761064605153,Employed,1002
1262,37392,689,21480,0.035083507613245656,Employed,26658
1263,85680,824,40476,0.04124896038347338,Employed,24267
1264,76717,539,43165,0.23993685713336818,Employed,46462
1265,149937,782,16528,0.06130296809440588,Employed,15353
1266,117092,757,10914,0.18586521569010375,Employed,2517
1267,80859,388,42136,0.04494376492902177,Employed,43855
1268,134095,394,16179,0.053795277491740075,Employed,20963
1269,56309,751,25472,0.14195277531005362,Self-Employed,14175
1270,117455,727,17076,0.1322716046339556,Employed,31367
1271,93734,450,29783,0.23934766807677132,Employed,18232
1272,100467,813,18824,0.23786379966456223,Employed,38804
1273,82662,675,9299,0.20151390135934233,Employed,27468
1274,128506,321,13118,0.16246240262801695,Employed,1520
1275,139751,612,15756,0.1300912698264624,Employed,22497
1276,148906,818,12953,0.10835927755225264,Employed,49473
1277,42688,505,42552,0.23835926033462218,Employed,27927
1278,55342,674,20185,0.1626399385134308,Self-Employed,7258
1279,67157,750,46792,0.15739595609091878,Self-Employed,35902
1280,97863,478,19674,0.08101824678916127,Unemployed,16454
1281,136308,509,49476,0.040273519934724875,Employed,38606
1282,82083,799,38927,0.23794148754709976,Self-Employed,21929
1283,136081,763,5386,0.09902175694582387,Employed,25177
1284,95733,423,31617,0.1273695851313809,Employed,1785
1285,119045,412,12192,0.0552207875888555,Employed,9143
1286,64698,311,15745,0.21412335258004425,Employed,25092
1287,140078,425,35020,0.036079003228304735,Self-Employed,48818
1288,110623,630,47678,0.21347796766180124,Employed,14635
1289,52671,582,26159,0.060862702813352695,Employed,11982
1290,55184,439,8409,0.22504410477885345,Employed,14409
1291,123384,700,30745,0.1905499802139546,Self-Employed,49756
1292,72107,396,34455,0.06622745775160713,Employed,19541
1293,116202,816,43910,0.15447995842908296,Unemployed,4528
1294,139893,368,43735,0.09878438915814829,Employed,37327
1295,81663,417,34166,0.06921128176054836,Employed,47888
1296,45708,358,44973,0.21902008387044386,Employed,25518
1297,121906,332,33072,0.11877500863159046,Employed,25946
1298,79811,617,17109,0.11767961716038415,Employed,33080
1299,32811,349,7484,0.0673750684574564,Employed,36705
1300,86250,788,39622,0.11427444873887131,Employed,25556
1301,142547,318,49399,0.22175570619234702,Employed,41906
1302,102082,496,7597,0.1098883163077199,Employed,38909
1303,64754,749,45597,0.23935278374995336,Employed,22775
1304,125742,751,45954,0.23818795782584523,Employed,25041
1305,136642,588,8983,0.061877705047616124,Employed,1835
1306,41411,440,44452,0.06900847577498187,Employed,36747
1307,32911,383,48151,0.21978829547301562,Employed,44285
1308,97270,690,22040,0.11640740216343823,Employed,45884
1309,113763,514,49772,0.030962276102262053,Employed,36192
1310,38680,825,35554,0.09025180033518163,Employed,48335
1311,114896,514,32916,0.16147837850302318,Unemployed,17104
1312,113879,702,49871,0.20583851251119295,Employed,15927
1313,101295,427,31372,0.059345495760517106,Unemployed,5521
1314,118614,776,44080,0.054319100171681775,Employed,45086
1315,130689,703,45706,0.23286038378591295,Employed,15280
1316,41111,328,47722,0.1952526409209682,Employed,48544
1317,67504,637,34048,0.15975151217117725,Self-Employed,31753
1318,31802,660,24669,0.19922109379910416,Employed,48948
1319,38155,691,14777,0.12434795948746045,Employed,4459
1320,103656,517,41331,0.19686026440800786,Self-Employed,30435
1321,69384,501,25968,0.11179665808039786,Employed,29077
1322,142561,316,42809,0.08370080594837251,Employed,2148
1323,77254,621,16292,0.1903829526844531,Employed,38345
1324,51918,817,45794,0.12232790427459903,Employed,32036
1325,115981,624,18923,0.24590296295176287,Employed,21002
1326,90713,711,32703,0.10688674010778222,Employed,49440
1327,60306,617,23657,0.23278003251683452,Employed,40398
1328,46646,381,8629,0.23525176068475748,Employed,37490
1329,76843,773,7114,0.08320764835424416,Employed,6930
1330,126601,767,39445,0.20560865994936295,Employed,14388
1331,120735,724,40862,0.12527639113180433,Employed,20691
1332,137512,503,30574,0.23185543999067657,Employed,4642
1333,46371,686,37349,0.12902733997975252,Employed,20201
1334,107371,397,27257,0.19374681781422054,Employed,8421
1335,141472,644,40052,0.13273283001603553,Employed,40815
1336,32049,507,42820,0.08011616625682835,Employed,14554
1337,61616,813,22973,0.07385702836783098,Self-Employed,6588
1338,133727,465,30737,0.12359486273639603,Employed,24771
1339,142893,321,17047,0.19620882454312727,Employed,26824
1340,50932,453,27113,0.1631157267397687,Employed,49028
1341,147796,738,5694,0.18149844377811952,Employed,10316
1342,59855,594,20588,0.09211179716102734,Self-Employed,43617
1343,91434,518,25067,0.1359157761106732,Employed,43713
1344,102694,794,11704,0.03976695829325194,Employed,46562
1345,73016,529,45136,0.20985713151078655,Employed,29234
1346,37400,319,6971,0.2477762756927724,Employed,20786
1347,147858,447,45823,0.11951339377742759,Employed,38100
1348,72642,407,16441,0.03241200368893954,Employed,16329
1349,45151,702,36476,0.06735438070120842,Employed,16698
1350,81407,782,19677,0.17355591310509214,Employed,26327
1351,96690,666,32818,0.16465745000484902,Employed,48609
1352,34499,713,6868,0.20333023830881966,Employed,17548
1353,36295,608,23055,0.08585448241143499,Employed,40757
1354,89040,433,6728,0.1979990214203695,Employed,19340
1355,42183,582,12632,0.18135648473520735,Unemployed,4860
1356,59299,372,17043,0.10101918949704553,Employed,20159
1357,42874,780,11403,0.15000739257253165,Unemployed,28865
1358,146336,651,20732,0.06240023786963188,Employed,35536
1359,62711,625,23526,0.12956419075582817,Employed,32755
1360,35539,742,14340,0.223863414702241,Employed,14743
1361,137941,399,43952,0.12266210356158597,Employed,7226
1362,83351,358,27394,0.21470467542459284,Self-Employed,13718
1363,91267,807,38021,0.15985574035713276,Self-Employed,45656
1364,78354,557,9102,0.07221287688251848,Employed,40389
1365,32557,712,41310,0.15784337383353722,Employed,26530
1366,68360,751,24159,0.14131633241455396,Employed,33908
1367,112018,364,11212,0.11770109374320448,Self-Employed,2650
1368,32200,453,36824,0.05631869669353547,Employed,41653
1369,142476,565,42405,0.12167590604639056,Employed,48032
1370,98497,378,16525,0.04600772277271796,Employed,34783
1371,76975,614,33760,0.05172919130772527,Employed,48458
1372,51357,547,49239,0.12150163724519752,Employed,42302
1373,149121,713,32457,0.09718392603306202,Employed,7292
1374,107505,324,15532,0.23361975168968915,Unemployed,23737
1375,32869,583,18518,0.11265527718365952,Employed,26551
1376,91135,748,11476,0.19672878685586204,Employed,44543
1377,80108,600,24743,0.1466544558005734,Employed,20504
1378,142296,367,6004,0.1848988471013138,Employed,17371
1379,124179,306,48054,0.08722551626338781,Employed,21810
1380,120272,436,42485,0.2372190940244324,Employed,30036
1381,68467,463,8271,0.14661946932117326,Employed,16547
1382,53328,382,5209,0.21289129568275492,Employed,28203
1383,149181,719,30463,0.11031005256474496,Employed,10305
1384,121412,372,10539,0.05204649679111539,Employed,9813
1385,116831,536,24977,0.17821656249858672,Employed,1900
1386,33987,345,13606,0.031707122634233385,Employed,4747
1387,88871,561,49384,0.13456445484441182,Employed,46024
1388,52399,475,39052,0.07241641858662104,Employed,24245
1389,76214,465,8148,0.16802261097577967,Employed,4103
1390,129522,669,38536,0.2454723720903275,Self-Employed,42286
1391,116416,353,10607,0.13216863939054213,Employed,1073
1392,100271,718,24586,0.20984961643564667,Employed,3497
1393,74064,806,34250,0.14171252112924665,Employed,30577
1394,100091,640,23594,0.1390848068428853,Employed,22012
1395,137450,426,12399,0.2346931684993311,Employed,9487
1396,70818,708,30117,0.22579249112426994,Employed,31023
1397,75525,666,38126,0.20287610234135436,Employed,25877
1398,49830,570,38617,0.0951762657296925,Employed,46567
1399,47429,678,12498,0.14990185145926693,Employed,7517
1400,36893,372,42290,0.07925739132725071,Employed,45584
1401,146381,547,14628,0.12766167357023875,Employed,47173
1402,109909,342,5329,0.13652687446715395,Employed,42012
1403,77333,676,43619,0.2129608088372528,Self-Employed,6615
1404,33436,340,12032,0.22712624037149848,Self-Employed,11468
1405,104290,469,43034,0.12121641372722512,Self-Employed,11879
1406,106213,511,42122,0.033894977916112186,Self-Employed,32955
1407,35895,792,25622,0.21959024475365801,Employed,14078
1408,49738,338,33584,0.06834130927029936,Self-Employed,5590
1409,60746,668,9722,0.16681403205588657,Employed,11910
1410,79377,450,22772,0.03549359809550886,Employed,45895
1411,78404,410,25569,0.11789142455732414,Employed,32976
1412,84045,779,46679,0.24691126646537695,Employed,22574
1413,127888,735,8235,0.05215259224283668,Unemployed,41652
1414,69790,346,9576,0.1232124934399213,Employed,23716
1415,137455,665,31707,0.09757298904178947,Employed,34430
1416,35600,368,38868,0.22911938714541813,Employed,9199
1417,124660,598,46632,0.22125482373961813,Employed,34436
1418,123179,595,46476,0.08229372726737033,Employed,28740
1419,70764,502,35285,0.04786131315109486,Self-Employed,10477
1420,104543,360,29154,0.16797044669344585,Employed,1160
1421,75714,613,25054,0.10400111661441615,Employed,44358
1422,86835,460,22165,0.17785856593333388,Employed,45205
1423,132946,630,19439,0.03706634633491918,Employed,7460
1424,139616,827,49518,0.059347831739047674,Employed,17401
1425,135983,637,27515,0.18100189120998153,Employed,36301
1426,103744,603,31962,0.0767215441665495,Employed,23894
1427,86491,802,47549,0.21866928866772833,Employed,38214
1428,48589,637,42763,0.04288999529622979,Employed,46927
1429,73484,849,49754,0.0774060362128264,Employed,39322
1430,112989,574,24464,0.2496832546667151,Employed,49036
1431,66212,463,47036,0.12527674256909438,Employed,44277
1432,73525,742,35413,0.18465244597982158,Self-Employed,3918
1433,77202,618,38270,0.07018587074854302,Employed,47147
1434,62635,803,47299,0.1641711216968183,Employed,26629
1435,93208,686,25269,0.18974333504127205,Employed,17699
1436,63828,793,36541,0.09918485989063232,Employed,47900
1437,48711,789,13009,0.21235736463469312,Employed,8069
1438,33420,372,22007,0.1627518672639023,Employed,42279
1439,126752,808,31462,0.11560706211530665,Employed,40190
1440,30301,689,16542,0.15268132653549488,Employed,5527
1441,75236,594,22434,0.15688738643590333,Employed,20099
1442,145294,668,34765,0.06641776439265051,Employed,16622
1443,147858,848,28769,0.11860112137073255,Employed,27281
1444,96235,486,27465,0.10555472936428849,Unemployed,40433
1445,84240,744,26868,0.11819859896740774,Employed,40875
1446,95726,662,25156,0.19744432946675675,Unemployed,16531
1447,40492,422,25300,0.136158449642668,Employed,6132
1448,145668,487,18435,0.23686955371263815,Employed,30396
1449,131279,719,9114,0.09460881093885597,Employed,44239
1450,36102,551,41135,0.12145478722268438,Employed,42430
1451,80336,848,13095,0.20313049830538912,Employed,28807
1452,148015,634,42909,0.15012541053056505,Employed,40550
1453,115314,391,8951,0.1503461922133785,Employed,28196
1454,56641,829,26468,0.04173483586114037,Employed,16993
1455,64584,362,32073,0.11769192579806027,Employed,26958
1456,62745,811,39341,0.08956142113278115,Employed,48358
1457,53093,438,7768,0.2498537270228454,Self-Employed,40513
1458,96105,484,43070,0.09783811553910826,Employed,39402
1459,133746,504,38979,0.22458923765464997,Employed,46335
1460,130199,513,30351,0.17877142170890503,Employed,40028
1461,81885,555,20445,0.1050016100222599,Employed,15945
1462,66631,434,6160,0.1495775632423072,Employed,18569
1463,141217,387,27361,0.21491789358882263,Employed,24379
1464,102991,506,12041,0.2243410255668006,Employed,39877
1465,34014,428,23767,0.06528665250135195,Employed,23825
1466,41093,302,15846,0.10470609106579731,Employed,1915
1467,48070,420,43644,0.10374909964698577,Employed,24848
1468,65777,684,24924,0.03924985513670783,Self-Employed,14669
1469,86958,337,18882,0.16161230716741723,Employed,10875
1470,112074,640,19738,0.21806041165828136,Employed,15853
1471,40729,320,26019,0.11394636532161391,Employed,3425
1472,129713,541,6095,0.19280790789651894,Self-Employed,33440
1473,75017,754,43669,0.16809409099216277,Employed,34193
1474,96320,602,45983,0.11264272180846018,Employed,35555
1475,57751,368,19123,0.06103315588830535,Self-Employed,36352
1476,136400,428,33132,0.18605124761071282,Employed,38416
1477,135864,495,6079,0.2180043371670729,Employed,17552
1478,108069,439,34657,0.18088798832832823,Employed,34282
1479,135647,743,37375,0.03393326648765997,Employed,37203
1480,135510,582,29754,0.07757123676601807,Self-Employed,38293
1481,84748,611,36153,0.04528559667437702,Employed,20000
1482,35801,834,23344,0.1554849419067699,Employed,31802
1483,49190,576,39241,0.19642508934489072,Employed,11569
1484,79689,360,42656,0.054327421155105075,Employed,26266
1485,134290,618,9979,0.21443432053054476,Employed,4204
1486,80993,351,6212,0.1522119752470063,Employed,8765
1487,59592,452,14001,0.18179318267117947,Unemployed,11696
1488,40647,610,18248,0.24370840669390217,Employed,25928
1489,38716,843,38187,0.048409817414493406,Employed,49910
1490,118891,688,20608,0.22826928505511362,Employed,15679
1491,117545,847,41427,0.05774259311723005,Employed,34885
1492,147638,476,36368,0.1164509374600701,Employed,35173
1493,119912,661,10283,0.21731651319284515,Employed,45899
1494,140627,613,30854,0.229375932082331,Employed,48865
1495,100316,396,15715,0.14140176817993197,Employed,39182
1496,32368,512,21165,0.16070302042059353,Employed,40109
1497,107575,436,39108,0.18579241361168258,Self-Employed,5174
1498,36655,305,31797,0.2132069070595971,Employed,18061
1499,136477,408,15584,0.056732457298286555,Employed,42510
1500,100031,846,19780,0.20821524781043008,Employed,26395
1501,106429,338,42905,0.1358807531125557,Employed,1213
1502,121083,724,26573,0.12913715352379718,Employed,35434
1503,117922,560,38359,0.12325794543933961,Employed,14276
1504,85766,725,5526,0.14202654875412937,Unemployed,10085
1505,43403,386,12855,0.23791112174681278,Employed,46036
